"provider_name","website","email","street_address","city","state","Zipcode","phone","description","from_age","to_age","has_class","has_camp","has_birthday_party","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url","location_name","from_grade","to_grade","Hot lead","NOTES"
"BKR Softball Camps","http://www.bkrsoftballcamps.com/","Jaeckss@ecu.edu","East Fifth Street","Greenville","NC","27858-4353","423-400-3103","The BKR Softball Camps are designed to improve each camper's personal skill level through various drills, live scenarios, and competitive competition. Each camper will work with Head Coach Beth Keylon-Randolph and her coaching staff of East Carolina University, current ECU Softball Student-Athletes, and ECU Softball Alumni. The BKR Softball Camps are for girls of all ages! We have included many different camps and clinics to give everyone the chance to come out and show off their skills!",6,18,"No","Yes","No","Softball",,,,,,,,,,,"Active","N/A","N/A","http://www.bkrsoftballcamps.com/Assets/East+Carolina+University+Softball+BKR+Softball++Digital+Assets/BKR+banner+1.png",,"East Carolina University",,,,"No pricing on site or Active"
"Digital Arts Camp at OSC Computer Training","http://digitalartscamp.com/","info@digitalartscamp.com","9700 Business Park Drive Suite 206",,"CA",95827,"916-363-7058","Welcome to Sacramento’s ONLY Summer Digital Arts Computer Camp for children ages 7 and up.  This unique summer camp is brought to you by OSC Computer Training, a CA-licensed vocational school that has been successfully operating in Sacramento for over 25 years!",7,18,"No","Yes","No","Digital Media","Computers","Gaming","Programming",,,,,,345,"Per_week","Active","N/A","N/A","http://digitalartscamp.com/images/Liquified-Logo2.jpg",,,,,,"No usable pics on site, could not find FB page"
"Jim McLaughlin Volleyball Camp","www.jimmclaughlinvolleyball.com/","macsportscamps@hotmail.com","8512 122nd Ave NE Suite 162","Kirkland","WA",98033,"425-828-6150","Jim McLaughlin Volleyball Camp will again host several different sessions of camp at UW next summer. We offer Day Camp for individuals entering 6th-12th grade, Night Camp for beginners and players with limited experience entering 4th-8th grade next fall, and Team Camp for High School aged players to come to camp with their team and  coaches.",8,12,"No","Yes","No","Volleyball",,,,,,,,,,,"Active","https://www.facebook.com/pages/Jim-McLaughlin-Volleyball-Camps/112321065529851","N/A",,,"University of Washington",4,12,,"No usable pics on site, and no pricing info on site or Active"
"Rockhaven Camp and Retreat Center","rockhavencamp.org","scott@rockhavencamp.org","66850 Gallatin Rd.","Gallatin Gateway","MT",59730,"406-586-9194","Rockhaven Camp and Retreat Center is located at the base of Sheep Rock in the spectacular Gallatin Canyon. Rockhaven Camp offers both day and overnight Christ-centered camping experiences for kids and youth in the Gallatin valley. Our staff is made up of well trained, mature, faith driven, Christian role models who are committed to living God’s message of love and grace in a outdoor ministry environment.",5,99,"No","Yes","No","Christian","Adventure/Outdoors","Nature Programs",,,,,,,,,"Active","https://www.facebook.com/Rockhavencamp","No","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/190391_152408998152093_5018712_n.jpg?oh=7bfb805924e72562f35ad5874d3e94d2&oe=54E23FB4&__gda__=1423072915_ea4e4710dcd28d10f97913c24f9fdb7e","http://rockhavencamp.org/wp-content/uploads/2011/02/P6150280.jpg",,,,,"No pricing on site or Active"
"Tanglewood Christian Camp","www.tanglewoodchristiancamp.com","tanglewoodccamp@gmail.com","1209 County Road 415","Lexington","TX",78947,"512-446-3021","The purpose of Tanglewood Christian Camp is to promote and conduct Christian education and benevolent activities, to operate a camp in which meetings are held, to instruct in Christian ideals and principles of faith and practice, to further the restoration of New Testament Christianity, its doctrine, its ordinances, its program and plea and its fruits and practice with the Bible as the only divine authority.",5,99,"No","Yes","No","Christian","Adventure/Outdoors","Nature Programs","Rock Climbing","Hiking","Sports",,,,60,"Per_session","Active","https://www.facebook.com/groups/49990163533/","N/A","N/A","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/10390160_10203911318324251_3123267673700035328_n.jpg?oh=c6aec6dab4ce5fe9371020140f6fecbe&oe=54E9A843&__gda__=1423329302_0d02ea3bc2d25328922df2b81248012c",,,,,
"The Beautiful Game","beautifulgamesa.com","johnbarata@beautifulgamesa.com",,"Hanson","MA",,"617-645-6076","The Beautiful Game Soccer Academy is a complete soccer training program for boys and girls 18 years and younger. Whether you want to introduce your mini kicker to his/her first sport, or help your established athlete get a college scholarship, we're here to help you succeed.",5,18,"No","Yes","No","Soccer",,,,,,,,,,,"Active","N/A","N/A","http://nebula.wsimg.com/c3a3fe3b2c3c2cc7342570e69943055f?AccessKeyId=39C6857360B9E5AD0F16&disposition=0&alloworigin=1","http://nebula.wsimg.com/87e844a9683deef9fe5563f076bf7e36?AccessKeyId=39C6857360B9E5AD0F16&disposition=0&alloworigin=1",,,,,"No pricing info on site or Active"
"Washoe Golf Course","www.washoegolf.org",,"2601 Foley Way","Reno","NV",89509,"775-828-6640","Welcome to Junior Golf at Washoe Golf Course! If you are looking for junior golf programs, you've come to the right place! Washoe Golf Course offers multiple programs at directed at improving the games of our youth. We participate in implementing the PGA Sports Academy into our programs and participate in the PGA Junior League.",5,99,"Yes","Yes","No","Golf",,,,,,,,,65,"Per_class","Active","https://www.facebook.com/WashoeGolfCourse?ref=hl","No","http://www.washoegolf.org/images/design/logo.png","http://www.washoegolf.org/golf/emailer2020/img/washoegolf/IMG_5839.JPG",,,,,
"Foster Music Camp","http://fostercamp.org/","info@fostercamp.org","521 Lancaster Ave","Richmond","Ky",40475,"859-622-3266","Welcome to the 2015 Stephen Collins Foster Summer Music Camps. Located on the famed ""Campus Beautiful"" of Eastern Kentucky University in Richmond, Kentucky, the Stephen Collins Foster Summer Music Camps continue to provide outstanding musical and social experiences to young musicians of the Kentucky Commonwealth and the nation. This year we will be celebrating our 80th season in existence!",10,18,"No","Yes","No","Music","Piano","Percussion","Voice","String",,,,,275,"Per_session","Active","https://www.facebook.com/pages/Stephen-Collins-Foster-Music-Camp/316205437352?ref=ts","Yes","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/10559927_10152170863077353_8443459455647047019_n.jpg?oh=6001b1baa56c4ef335e5e103b4b5fffb&oe=551B3E07&__gda__=1424690154_c314a6bdd5be512c30a4725f661defde","https://scontent-b-lga.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10322707_10152170897342353_4115839287940948350_n.jpg?oh=731b07cef9d93c66500d2a9edec4bd9b&oe=551E5A7F",,,,,
"Hoop Life","myhooplife.com","kevinharris@myhooplife.com",,,,,"571-241-1486","Welcome to Hoop Life Inc. Our mission is to develop and equip youth with vital athletic, academic, social, and economic skills through integrity, compassion, respect, love, and expertise to enable them to flourish in society and achieve any positive success they aspire toward. Hoop Life wants to develop the whole athlete. We recognize that basketball plays a minor role in life. Therefore, if a player only develops their hoop game then they will lose in the greatest game called life. As a result, we offer a wide variety of programs aimed not only at basketball skill development but life development as well. Our motto is “where the lines around the hoops end, life begins”. We want to prepare players for both the hoop and life. We offer a variety of camps that will suite whatever you are looking for in a camp. We have highly intense camps for those players that have major basketball aspirations and that are serious about their basketball development.",3,14,"Yes","Yes","No","Basketball",,,,,,,,,79,"Per_session","Active","https://www.facebook.com/myhooplife","No","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xaf1/v/t1.0-1/p160x160/1780756_10153245105878098_459406584654160047_n.png?oh=15b9ef260272f072a0c3d9cf4d921a97&oe=54E791FB&__gda__=1424410183_42fa4b1a6946aff5bea07eb7425139c7","https://scontent-b-lga.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/392987_10151610773323098_1958716229_n.jpg?oh=39bedde6b5172b3c65c18ef5d16c2cdc&oe=54E8330D","House of Hoops",,,,
"Joe Espinosa's Baseball Plus","baseballplusct.com","gail@baseballplusct.com","88 Sugar Hollow Road","Danbury","CT",6810,"203-894-1736","We offer Private Instruction, Group Training, Camps and Clinics and Team Instruction for players of all ages and abilities! Joe Espinosa is the Recruiting Coordinator and an Assistant Baseball Coach at Amherst College and former Pro Scout. He has over twenty-five years of experience teaching baseball fundamentals to players of all levels. Joe and his staff are dedicated to helping players connect their ability and motivation with fundamentally sound baseball techniques.",6,18,"Yes","Yes","No","Baseball",,,,,,,,,85,"Per_class","Ready Set Register","https://www.facebook.com/pages/Joe-Espinosas-Baseball-Plus/141570529187746","No",,"http://baseballplusct.com/img/photo4.JPG",,1,12,,
"Connecticut Soccer School, Inc.","ctsoccerschool.com","goal@ctsoccerschool.com","PO Box 3","South Glastonbury","CT",6073,"860-221-8613","Connecticut Soccer School's comprehensive soccer education initiatives are part of a systematic, professional approach for developing players and coaches at all levels.Our programs are designed to keep competition safe and enjoyable. We promote the development of all three learning domains. As a result of our program, students will increase technical skills, tactical knowledge, and fair play. All are essential ingredients that develop soccer players into well rounded individuals.We offer day and residential camps for ages 6 and up.",6,18,"No","Yes","No","Soccer",,,,,,,,,220,"Per_session","Active","N/A","N/A","http://ctsoccerschool.com/images/css_01.jpg",,,,,,"No usable photos on site, no fb page"
"UIC Soccer Camps","uicsoccercamp.com","info@uicsoccercamp.com","PO Box 47613","Chicago","IL",60647,"312-848-6106","Over the past eight years, UIC Soccer Camp has developed a reputation as a premier environment for players of all ages, levels and interest to develop their abilities as a soccer player and further their passion for this great game. At the University of Illinois at Chicago, we offer a variety of soccer camps that give your child the best training environment in the area. Our mission is to provide every player with the opportunity to train within a competitive environment and further their soccer development.",4,18,"No","Yes","No","Soccer",,,,,,,,,205,"Per_session","Active","https://www.facebook.com/UIC.Soccer.Camp?ref=ts","Yes","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfa1/v/t1.0-1/p160x160/430255_411939658833219_1914214620_n.jpg?oh=61cb0ff9f33f53074f862fbe60b8688b&oe=54DF0DC5&__gda__=1423855450_f614b01ead232868a0dd17e13821882f","http://uicsoccercamp.com/templates/uic/images/flash.jpg",,,,,
"Tippi Toes Broken Arrow / Owasso","tippitoesdance.com","karri@tippitoesdance.com","Box 6998","Corpus Christi","TX",78466,"918-304-6595","Since 1999, Tippi Toes Dance Company® has been bringing a unique program of dance and creative movement to child care centers, schools, play groups and various after school programs. Tippi Toes Toes Dance Company® cheerfully provides children with a fun, positive and nurturing environment so they are able to experience the joys of dance, self-expression and movement. Classes are specifically designed to develop motor skills and body awareness while enhancing each child’s self-esteem.",4,12,"Yes","Yes","Yes","Dance","Ballet","Tap","Jazz","Hip Hop",,,,,50,"Per_month","MindBodyOnline","https://www.facebook.com/pages/Tippi-Toes-Dance-Company/48353907526","Yes","https://clients.mindbodyonline.com/studios/TippiToes/logo.gif?imageversion=233","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-frc3/v/t1.0-9/941737_10151595900282527_650556397_n.jpg?oh=e2a7b0738ca8156fa5a587aa75321c05&oe=54E27ACF&__gda__=1423358896_57a38718a9975729aa7f5c40bfc27808","Various nationwide locations",,,,
"Carr Elite Football","www.carrelitefootball.com","carrelitefootball@gmail.com",,"Bakersfield","CA",,"408-896-1470","Carr Elite prepares all athletes, at every level, to become more competitive, and College Players to make their professional dreams a reality. With a state of the art training facility in Bakersfield, athletes from the Central Valley don’t have to go far to get Elite Training and Conditioning. Carr Elite also provides Football Mini Camps and Clinics throughout the year for elementary, high school and college age kids. These programs are specifically designed to create a positive environment where athletes can learn the correct fundamentals of football and improve their skills.",,,"Yes","Yes","No","Sports","Fitness","Football",,,,,,,,,"Active","https://www.facebook.com/pages/Carr-Elite/1479096688971876","Yes","http://www.carrelitefootball.com/wp-content/uploads/2014/09/carrelite-logo1.png","https://scontent-a-lga.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10405483_1557475311134013_8508173773613326697_n.jpg?oh=6da0526721326727b35d5e81e89a9d2c&oe=5514AE87",,,,,"No info on ages or pricing on site or Active"
"Art a la Carte Kidz","artalacartekidz.com","info@artalacartekidz.com",,,"GA",,"770-321-4078","Art a la Carte Kidz is a drawing based art-enrichment program designed to enhance drawing skills and build each child’s self confidence. Throughout the year, students learn the fundamentals of art through drawing, painting, sculpture, collage, and mixed media, while using artist quality media. Projects never repeat – each session is new and different! We provide engaging curriculum that develops skills and techniques, stretches the imagination, and explores art history, as well as, the art work of our very own local artists! Each and every project is “kid-tested” to ensure that all projects are fun and successful! With Art a la Carte Kidz, students have a safe and secure environment where they can experiment, problem solve, build skills, and produce fantastic art creations.",6,12,"Yes","Yes","Yes","Creative Arts","Drawing and Painting",,,,,,,,140,"Per_session","Active","https://www.facebook.com/pages/KidzArt-North-Georgia-Cobb/194293610592411","No","http://www.artalacartekidz.com/wp-content/uploads/2014/07/cropped-web-logo2.png","https://scontent-b-lga.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/180437_194304210591351_2885046_n.jpg?oh=65a5ac00ce74acc9cdbad8b46e631f13&oe=54DD2A5F","Various Locations",,,,
