"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type","activity type (if additional type is listed, select from the menu)","activity type (if additional type is listed, select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url"
"Los Angeles Aiki Kai","http://www.laaikikai.org/","info@laaikikai.com","8929 Ellis Ave.","Los Angeles",90034,"(310) 838-7557","The Los Angeles Aiki Kai founded in 1956, is the oldest dojo on the 
United States mainland, providing instruction for practicing and 
developing the discipline of Aikido. We are a non-profit organization incorporated in 1961. We are directly affiliated with the Aikido World Headquarters Tokyo, Japan.","CA",,,"yes",,,"Martial Arts",,,,50,"per_month","phone, email","https://www.facebook.com/pages/Los-Angeles-Aiki-Kai/113925198638856?fref=ts","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10404429_855182274513141_8851901116958315299_n.jpg?oh=d7a4d339dbacda4446be320b8e3147a1&oe=551E7EE5","https://scontent-a-ord.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/1508991_800583709972998_9102815566924196859_n.jpg?oh=960bb0d82e87e7597ed0f979adb98d28&oe=54EE52A0"
"Hollywood Judo Dojo","http://www.hollywoodjudo.com/","hollywoodjudo@gmail.com","3929 Middlebury St.","Los Angeles",90004,"(323) 666-8146","At Hollywood Judo Dojo, we encourage students to develop 
mentally and physically through training hard as individuals and as a 
group. 
Judo also emphasizes the importance of ones internal growth - building 
good relationships between fellow members and to be a positive influence
to society.","CA",5,99,"yes",,,"Martial Arts",,,,5,"per_class","in person, email","https://www.facebook.com/pages/Hollywood-Judo-Dojo/117642594918858?sk=timeline","no","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/391864_323154691034313_1183490462_n.jpg?oh=ad8b465de369ac0f0578e401bf67466d&oe=54D7146D&__gda__=1424866532_b72f78e6434f435e6d170e6f7ad2fe83","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xpa1/t31.0-8/10478329_958225147527261_3115689159325339631_o.jpg"
"Muay Thai ThaiBoxing","http://www.muaythaithaiboxing.com/index.html","muaythaithaiboxing@comcast.net","3540 Norwood Ave.","Sacramento",95838,"(916) 568-5881","Muay Thai or Thai Boxingï¿½was born on 
the battlefields of the 15th century, during the legendary clashes 
between Thai (or Siamese) armies and their bitter rivals, the Burmese. 
Trained in the weapons-based fighting method known as Krabi Krabong, 
these early Thai soldiers also became famous for their toughness in 
close-quarters weaponless combat, where legs, knees, elbows and hands 
took the place of swords and sticks. This type of weaponless fighting 
became Muay Thai, known as the ï¿½Science of Eight Limbs. ï¿½Though the Thai army still uses its lethal techniques, Muay Thai has also been the countryï¿½s most popular spectator sport for hundreds of years. There 
are more than 65,000 professional Muay Thai fighters in Thailand today. 
Many of them are poor peasants who begin training when they are as young
as six years old, studying with highly respected teachers and risking 
injury or worse for the chance to compete.","CA",4,99,"yes",,,"Martial Arts",,,,,,"web form, phone, email",,,"https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/998902_128608207346205_1251938464_n.jpg?oh=1409227af3a5495681a870dd41dff501&oe=54D8F9F1&__gda__=1423776288_2c496512a450919ee4e7e7869053abab","http://www.muaythaithaiboxing.com/5004.jpg"
"U.S. Tae Kwon Do Academy","http://www.ustasv.com/",,"826 E. Fremont Ave. #B","Sunnyvale",94087,"(408) 739-5511","USTA prides itself in a young, energetic, diverse age group of students 
and most importantly instructors.  We are a dojang taught in the ways of
 Olympic Style Taekwondo governed by the World Taekwondo Federation.","CA",,,"yes",,,"Martial Arts",,,,39.99,"per_2 weeks","web form, phone","https://www.facebook.com/ustaALLday/timeline","no","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/76128_175887882428065_1867041_n.jpg?oh=4cc31628db6acbbcc26b01daceac254a&oe=54EA96BE&__gda__=1423194933_72f08437a2260b0ba474fcbb5c7d3dd9","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpa1/v/l/t1.0-9/1209091_705125126171002_1360011465_n.jpg?oh=a62f4657b0234339b1c701e5af317bb1&oe=54EE1004"
"Zax Studios of Martial Arts, Music and Magic","http://zaxstudios.com/","moreinfo@threemstudios.com","33155 Camino Capistrano Ste. B","San Juan Capistrano",92675,"(949) 388-5802","Some people call us the ""Well Rounded"" University because ""kids"" of all ages who 
take our classes feel that they have experience and confidence in three distinct areas of Art.
The Physical Arts          
The Mental Arts.  
The Performing Arts
After more than 35 years of training and teaching these 3 disciplines, Master Adam Zax realized that most of his students and teachers in each also had a great interest in one or both of the other disciplines.
Master Zax believes this is because ALL THREE  of these disciplines actually possess ALL THREE of the arts.","CA",5,99,"yes",,,"Martial Arts",,,"Music, Magic",125,"per_month","web form, phone",,,"http://zaxstudios.com/resources/_wsb_462x300_zax+studio.jpg",
"Moore's Shou Shu Karate","http://mooreskaratelodi.net/Home_Page.html","ShunShiFudoyle@yahoo.com","400 E. Kettleman Lane #1","Lodi",95240,"(209) 369-8395","Moore’s Shou Shou is an application art. We use the fighting styles of seven different animals to develop fighting skills. It’s called an application
art because we have eliminated all the wasted motion and teach the 
self-defense application part of the technique. The term Shou Shu means 
“Fighting ways of the beast” or “Beast Art”.
The benefits that are attained by training in Shou Shu are; 
increased self-confidence, improved physical fitness, increased 
concentration, discipline, flexibility, Positive reactions in 
self-defense situation, etc.","CA",4,99,"yes","yes","yes","Martial Arts",,,,,,"email, phone",,,"http://mooreskaratelodi.net/images/7ae02def8186354ef3a4a4a6c70bdfc7.png","http://mooreskaratelodi.net/images/a96d119361e95c9bd87decd3e3c18673_zaob.png"
"IMB Academy","http://www.imbacademy.com/","sigung@imbacademy.com","22109 S. Vermont Ave.","Torrance",90502,"(310) 787-8793","For over 35 years, the International Martial Arts & Boxing Academy has played an important role in the personal growth and professional development of thousands of students locally, nationally, and internationally.","CA",4,99,"yes",,,"Martial Arts",,,,,,"email, phone","https://www.facebook.com/IMBacademy/timeline","yes","https://scontent-b-ord.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/10255200_10153009752015288_3078470169469461474_n.png?oh=c20979e13ebc01a1066a5c6992786a96&oe=54DE9F9F","http://www.imbacademy.com/wp-content/uploads/2014/07/mma-training-kids-940x380_c.jpg"
"Robinson's Taekwondo","http://www.robinsonstkd.com/",,"412 W. Lodi Ave.","Lodi",95240,"(209) 333-2001","Robinson’s Taekwondo has taught thousands of students in the past 40 
years, including many USAT, US Open and UWTA champion athletes. 
Robinson’s students from Elk Grove won the Gold and Silver Medals at the
2010 U.S. Open in Austin, TX.
With 19 active regional community locations, Black Belt Grandmaster 
& Founder of Robinson’s Taekwondo, Clint Robinson now also leads theTaekwondo team training at American River College. Mr. Robinson was honored several years ago when ARC invited him to create and teach the first Sports Business Management Class ever offered in the Los Rios Community Colleges.  Clint Robinson is also current President of the 
United World Taekwondo Association, based in California.","CA",,,"yes",,,"Martial Arts",,,,,,"web form","https://www.facebook.com/lodirobinsonstkd/timeline","no","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10455431_524011947732315_7417997419589013378_n.jpg?oh=fd0705bb65a8f636dfba3f27951f148a&oe=551BDB80&__gda__=1427845176_0af337d3bae80c9eb0f75dad591d0c2f","http://www.robinsonstkd.com/rtkd/wp-content/uploads/2009/04/childrens-tkd.jpg"
"Coronado Training Center","http://coronadotrainingcenter.com/","coronadotrainingcenter@gmail.com","126 B Ave.","Coronado",92118,"(619) 522-0988","Coronado Training Center offers Tae Kwon Do and Muay Thai for adults and children, Women's Fitness Classes, Zumba, and now Baseball Batting Cages and Training!","CA",4,99,"yes",,,"Martial Arts","Baseball",,,,,"email, phone","https://www.facebook.com/CoronadoTrainingCenter/timeline","yes","http://coronadotrainingcenter.com/wp-content/uploads/2013/09/DSC02780-Version-2.jpg","http://coronadotrainingcenter.com//wp-content/uploads/2013/08/hmIMG_4856.jpg"
"Wei Tuo Academy","http://weituoacademy.com/index.aspx","info@weituoacademy.com","4560 Arrow Hwy. Ste. G10","Montclair",91763,"(909) 447-5654","The mission of the Wei Tuo Academy is to improve everyone’s life; each 
person at a time. The Wei Tuo Academy has opportunities for everyone to 
learn as much as they can about Qi Gong, Tai Chi (Tai Ji Quan), Kung Fu 
(Gong Fu), meditation, health, medicine, art…. The Wei Tuo Academy is a 
place to train the mind and body. It is a place to to learn how to use 
qi through exercising the mind and body as one. We also have a treatment
 room for those who need help getting back their health.  Please come 
and enjoy the Wei Tuo Academy and all it has to offer.","CA",5,99,"yes",,,"Martial Arts",,,,60,"per_month","email, phone",,,"http://weituoacademy.com/common/images/logo.png",
"California Karate Academy","http://www.ckakarate.com/","manager@ckakarate.com","1560 Deanza Blvd.","San Jose",95129,"(408) 253-4044","California Karate Academy is one of America's oldest karate schools. Under the 
leadership of world renowned grandmaster, Jim Mather, it has taught tens
of thousands of men, women, teenagers, and children for over 50 years.","CA",,,"yes",,,"Martial Arts",,,,,,"web form, phone, email","https://www.facebook.com/CaliforniaKarateAcademy/timeline","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xap1/t31.0-8/922650_193338730818846_708232121_o.jpg","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/24627_172482416237811_1809429194_n.jpg?oh=08bb989ac944b3784f4650751d03d85e&oe=54D58C1E&__gda__=1423505312_5fd59f7b57299453e4fb1fd511065c58"
"Martial Arts America","http://www.maakarate.com/New/NewHome.htm",,"2262 Oak Grove Rd.","Walnut Creek",94598,"(925) 932-9000","At Martial Arts America we are interested not only in self defense skills, but also in the complete personal development of each student.  Individual attention is a feature of each and every class, 
allowing Martial Arts America students to progress quickly and easily toward their personal goals.  Our instructors take seriously their responsibility as role models for younger students, teaching them the importance of strong character, leadership and good values.Although our techniques are based on centuries old knowledge, our applications of that knowledge sets Martial Arts America apart from the other schools.  We realize that each student possesses different physical abilities.  Size and strength varies with each individual, so once you have acquired a strong foundation in the basics, our 
program will enhance your personal physical capabilities and maximize your 
self defense skills.  You will understand exactly what it takes, mentally and physically, to defend yourself or your loved ones should the need ever arise.","CA",3,99,"yes","yes","yes","Martial Arts",,,,,,"web form, phone",,,"http://www.maakarate.com/Banner2.jpg",
"The 1-2 Punch Martial Arts","http://joinkaratenow.com/","masterdomino@joinkaratenow.com","22421 El Toro Rd.","Lake Forest",92630,"(949) 472-5425","Welcome to The 1-2 Punch! We offer martial arts, karate, kickboxing, 
mixed martial arts and fitness classes for all ages from 3 years old and
up!  Whether it's for fun, fitness, or real self defense, we have it 
for you at The 1-2 Punch!! We are also the Lake Forest CA franchise 
location of the iLoveKickboxing.com program, the fastest growing kickboxing fitness program in the nation!!!","CA",3,99,"yes",,"yes","Martial Arts",,,,29.95,"per_3 classes","online, web form, phone","https://www.facebook.com/pages/The-1-2-Punch-Family-Martial-Arts-Fitness-Center/206935622674516?sk=timeline","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10451731_839902042711201_6252111269649276284_n.jpg?oh=b8124e61f783fcfb1fffaf76460a5014&oe=54EDABD1","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10353631_760239877344085_2071479237689741765_n.jpg?oh=fd2af2fcf13575abb916f47f2bb25c8a&oe=54D6BF6D"
"Ramirez Twin Tigers Taekwondo","http://www.ramireztkd.com/index.html","master@ramireztkd.com","3031 Saviers Rd.","Oxnard",93033,"(805) 483-1548","Grand Master Ramirez   7th Dan Black Belt . Master Laguna   6th Dan 
Black Belt . Instructor Mr. J Ramirez 3rd Dan Black Belt .  Official 
Member of the USA Tae Kwon Do and CUTA . Serving the Oxnard Community . 
Over 25 Years Of Teaching Experience","CA",3,99,"yes",,,"Martial Arts",,,,49.99,"per_month","web form, phone","https://www.facebook.com/RamirezTwinTigersTKD/timeline","no","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-prn2/v/t1.0-9/528432_384591381561522_1958712218_n.jpg?oh=ca2c0ac2d8966153d1812ac3fa563e04&oe=54DB9624&__gda__=1424167026_d294962f878952a9014db0098a01233a","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/p417x417/1378852_643203979033593_934350849_n.jpg?oh=03017dfc127e7b5a21f26472374f7771&oe=5517DBA2&__gda__=1428090912_516890a04dc04b8f74e4caae8ba4e0fc"
"Family Karate Center","http://familykarate.net/","familykaratectr@aol.com","5290 Kanan Rd.","Agoura Hills",91301,"(818) 597-3252","Paul Karami has spent decades developing a practical and effective 
mix of martial arts. Mr. Karami has taken the most effective parts of 
ancient and modern self defense disciplines such as Brazilian Jiu 
Jitsu, Muay thai, Hapkido, Kung Fu, and Philapino Arts and developed a system bsaed on effectivness. At Family Karate Center, our mission is consistent physical, mental, 
and spiritual improvement. We have been at agoura location for over 17 
years and look forward to continue to work with you and make a postive 
impact in your life.
Our programs are tailored for pupils ages of three and up. We pride 
ourselves on providing an atmosphere of fun, excitement, respect, 
discipline, and comradery.","CA",,,"yes",,,"Martial Arts",,,,,,"web form, phone","https://www.facebook.com/pages/family-karate-center/261698937388?sk=timeline","no","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/304446_10151238111757389_1667030248_n.jpg?oh=777cfd43c3f180e70b892516075d545d&oe=551E6942&__gda__=1424677656_b00a7834628b469ad4e006eb805fd5b4","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/395725_10151578444702389_1224197212_n.jpg?oh=078c9aa63e358f29c307b748bb4dbbf9&oe=551EA3EC"
"Kyung Hee Taekwondo","http://kyungheetaekwondo.com/Home.aspx",,"3979 Governor Dr.","San Diego",92122,"(858) 558-6722","Taekwondo offers students much more than just physical fitness.
This ancient art form is based on techniques developed over 2000 years
ago. It not only teaches self defense, but also builds confidence, 
respect, and a sense of pride.  Taekwondo helps channel aggressive 
energy into positive and socially acceptable forms of personal 
confidence.","CA",4,99,"yes","yes",,"Martial Arts",,,,,,"web form, phone",,,"http://kyungheetaekwondo.com/images/HeaderAndFooter/KH_TopLogo.jpg","http://kyungheetaekwondo.com/uploads/Picture676.jpg"
"Newcastle Ringside Gym","http://www.ringsidegym.com/index.htm","greg@ringsidegym.com","9250 Cypress St.","Newcastle",95658,"(916) 663-1022","Boxing and kickboxing gym.  We train students for competition or just 
for fitness.  4,000 sq. foot gym with 8 heavy bags, 5 double-end bags, 4
 speed bags and of course a boxing ring.","CA",9,99,"yes",,,"Martial Arts",,,"Boxing, Kickboxing",99,"per_5 weeks","in person","https://www.facebook.com/pages/Newcastle-Ringside-Gym/113532212006903?sk=timeline&ref=page_internal","no","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1915816_113542552005869_6567160_n.jpg?oh=727f4559d635f45bd93399496b570d61&oe=55194F70&__gda__=1423576962_d53315251930de0b21b2c387c4edd4ee","https://scontent-a-ord.xx.fbcdn.net/hphotos-xfa1/t31.0-8/p417x417/1912211_827076730652444_1157143678_o.jpg"
