"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type","activity type (if additional type is listed, select from the menu)","activity type (if additional type is listed, select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting Price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url"
"Scott Halsey's Kenpo Karate","http://www.halseykarate.com",,"1401 Market Street","Redding",96001,"530-246-4003","The goal of the teachers at Scott Halsey's Kenpo Karate is to help students develop self-confidence, discipline and respect for self and others. Through self-defense training, students acquire the skills that allow them to feel good about themselves, and are useful in times of need. Martial arts allow people to be confident without the need to bully or belittle others. Ultimately, the karate student is a strong and capable person who is a help to those around them in many ways.","CA",3,18,"YES","YES",,"Martial Arts",,,,50,"per_month","phone","https://www.facebook.com/pages/Halsey-Karate/217727511588423?rf=166275803428030","N",,"https://scontent-a-atl.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/1959944_897032633657904_103098740986189883_n.jpg?oh=be5c49b5af9437daabae0763b3911406&oe=55042F63"
"Yamashita International Karate",,,"29683 New Hub Suite F","Sun City",92586,"951-679-9079",,,,,,,,"Martial Arts",,,,,,,,,,
"Rod Sanford's Martial Arts","http://sanfordkarate.com","rod@pidt.com","4626 Soquel Drive","Soquel",95073,"831-475-9676","Give your child an edge with kids Karate lessons at Rod Sanford's Academy! Our kids Karate classes are the perfect way to introduce your child to the exciting world of Karate and self defense for kids, while setting your child up to become a champion in life!","CA",4,12,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Rod-Sanfords-Traditional-Martial-Arts/143537543228","N","http://res.cloudinary.com/display97/image/upload/v1362515922/2226.png","http://res.cloudinary.com/display97/image/upload/2203.jpg"
"Menifee Valley Martial Arts Academy",,,"29800 Bradley Road Suite 122","Sun City",92586,"951-821-9684","Over the past 30 years the Menifee Valley Martial Arts Academy has trained youth in Ho-Am TaeKwonDo and provided a community for them to build friendships, confidence, self-esteem, discipline, and leadership skills.","CA",3,18,"YES","YES","YES","Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Menifee-Valley-Martial-Arts-Academy/175987555774477","N","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10537036_789017531138140_3309848219094346405_n.jpg?oh=693635653e0f97a82f80f1bdf9d6f7bd&oe=5502CFFF&__gda__=1428157511_3973774adc99d6bac261dc2a9ed3c959","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/p417x417/999835_727081343998426_840482051_n.jpg?oh=d22b49864ef848df407596ea597ff3e9&oe=5506F2C0&__gda__=1426265021_2e3d4d003bd1141030d90fd91e66d52d"
"Power Kick Cardio Kickboxing","http://www.kickblastlongbeach.com/index.php","memberservices@kickblastlongbeach.com","1732 Clark Ave","Long Beach",90815,"562-597-2214","KickBlast!’s own blend of martial arts, called American Freestyle Mixed Martial Arts, incorporates techniques from Shaolin Kenpo, Karate, Jiu Jitsu, Boxing, Muay Thai, Escrima and Jeet Kune Do, as well as self-defense combat techniques and weaponry. All levels, beginning to advanced. Participants wear karate gi.","CA",4,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Kickblast-Martial-Arts-and-Cardio-Kickboxing/150114537869","N","https://scontent-b-atl.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/44962_440356307869_8323785_n.jpg?oh=d0d96d5cc9c96449efb2849753eaa5b9&oe=551FA6E1","http://www.kickblastlongbeach.com/image/middle_ad_r1_c2_f2.jpg"
"Tae Kwon Do Center",,,"7508 Garvey Ave","Rosemond",91770,"626-288-7777",,,,,,,,"Martial Arts",,,,,,,,,,
"Greg Dow Ultimate Training Center","http://www.gregdowsdojo.com/index.php","info@gyminsight.com","1169 Forest Ave","Pacific Grove",93950,"831-372-3656","Learn traditional Shotokan Karate: one of the most popular styles in the world. It is a combination of hard style and soft style, combining punching and kicking techniques. You’ll learn and practice your karate techniques through kata, kumite (sparring) and self-defense.  Karate classes are available for ages 3 to adult.  It is never too early or too late to start training in the martial arts!","CA",4,18,"YES",,,"Martial Arts",,,,40,"per_session","phone","https://www.facebook.com/pages/Greg-Dows-Ultimate-Fitness-Center/106138649428204","N","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/207905_193053110736757_7085507_n.jpg?oh=e098a62d7e2530682d3fe3cb3dd96fdd&oe=55151151&__gda__=1426038681_6e224c901a7a17c24fd6329e93e8554b","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/395257_336663133042420_24826929_n.jpg?oh=f0313eecd527aa22b9d66f064147005f&oe=550E6A3F&__gda__=1426064216_3e022e71a0d6e1a7055f7e7a23da1fb3"
"Sheng Chi King Fu","http://www.shengchikungfu.com","shunshifu@shengchikungfu.com","139 Main Street","Valley Springs",95252,"209-772-1760","Studying Shou' Shu' has immense benefits for children. But those benefits vary widely for different children depending upon their needs.At Sheng Chi we've had decades of experience dealing with different types of children and their needs. We've seen our programs change lives as children develop skills and realize that they are able to achieve difficult skill sets and overcome obstacles to their learning.","CA",5,18,"YES",,,"Martial Arts",,,,,,"online","https://www.facebook.com/shengchikungfu","Y","http://www.shengchikungfu.com/files/logo.jpg","http://www.shengchikungfu.com/images/genet3.jpg"
"Aikido of Diablo Valley","http://www.advdojo.org/welcome.html","aikido@advdojo.org","1676 Challenge Drive","Concord",94520,"925-676-6763","At Aikido of Diablo Valley, boys and girls learn the value of center (i.e. being calm and balanced), caring for others, courtesy, self worth and respect. They learn a self-defense that is an alternative to violence.  Falling, rolling and receiving throws are taught in a safe and controlled environment. Aikido teaches kids how to handle violence without themselves being violent.","CA",8,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/AikidoDiabloValley","N","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/2308_51984476492_2462_n.jpg?oh=7a8556911fdc340bc78fba64941efbc2&oe=5514AEC6&__gda__=1427471935_a4335f6642fd6461a01b1d40e58782c8","http://www.advdojo.org/Resources/een4girlsrick.jpeg"
"Extreme Power Gym","http://extremepowergym.com","xtrmpwr@aol.com","3375 Mission Ave","Oceanside",92058,"760-967-9989","Muay Thai is an ancient Thai Martial Art of self-defense. It is one of the most effective and proven methods of using all parts of your body, such as hands (fists), feet, elbow, and knees as your defending weapons.","CA",4,18,"YES",,,"Martial Arts",,,,80,"per_month","phone","https://www.facebook.com/pages/Extreme-Power-Gym-Sut-Yad-Palung-Gym/124612884216598","Y","https://scontent-b-atl.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/30235_126593977351822_4379085_n.jpg?oh=025f5a72a5028d2641ccde9df4b62567&oe=550874B1","https://scontent-b-atl.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/p417x417/485374_596725060338709_1707625087_n.jpg?oh=9a4d87bdb7b828cceca604cbd8b4bf6d&oe=55097A5B"
"Extreme Martial Arts Center","http://rosevillekungfu.com",,"107 S. Harding  Blvd Suite E","Roseville",95678,"916-781-9777","Children that train at Extreme Martial Arts Centers receives a well-rounded martial arts education. All students at Extreme Martial Arts benefit from both group classes and private lessons allowing them to grow in martial arts at their own pace. Kids classes are broken down into age appropriate groups","CA",2,18,"YES","YES","YES","Martial Arts",,,,29.99,"per_month","online","https://www.facebook.com/Emac04","N","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/1794678_816540641708087_6897322636936394601_n.jpg?oh=635ede5416ab98f915a84cf0221b6fa8&oe=551B8760&__gda__=1428191739_14a3b506ba68b68b7b2699bf340dc48e","https://www.facebook.com/Emac04/photos/pb.196629107032580.-2207520000.1417496171./896052287090255/?type=3&theater"
"Combat Fitness","http://www.maxcombatfitness.com/index.php/programs/conditioning-3",,"981 Bancroft Road unit E","Concord",94518,"925-934-9898","Combat Fitness's Kids Martial Arts program is designed to enhance our students self-discipline, improve their self-defense abilities, magnify self-confidence, and, of course, strengthen their overall physical health and ability.","CA",,,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/combatfitnessconcord","Y","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/1512509_708560955828882_1902931794_n.jpg?oh=9916704b0bf3836ba64eab6b89bcf2da&oe=550AE990&__gda__=1427569081_7d448fe176fbbc061f4af02a38120d42","http://www.maxcombatfitness.com/modules/mod_btslideshow_pro/images/184/slideshow/545dce3acb8ee31047f461808add362c.jpg"
"Xtreme Martial Arts & Fitness","http://ericnolan.com","bakersfieldmma@gmail.com","4510 Stine Road","Bakersfield",93313,"661-833-3367","t Eric Nolan’s Xtreme Training Center, we recognize that children are our greatest natural resource. We know that the attributes that they develop while young will stick with them all of their lives and will have a profound effect on their ability to be happy and productive.  To that end, it is our goal to instill all of our children with a strong sense of SELF ESTEEM. A child who feels good about themselves can easily grow into a happy adult who can accomplish ANYTHING!","CA",4,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/eric.nolan.58",,"http://ericnolan.com/","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/576226_630513313641749_878573064_n.jpg?oh=796bb647b54cb50695c4ba9fcd200706&oe=550B2C31&__gda__=1426552719_55b23c9591df9142ffae43b0aea8ead8"
"Snowcreek Athletic Club","http://snowcreekathleticclub.com/?page_id=27","membership@snowcreekathleticclub.com","51 Club Druve","Mammoth Lakes",93546,"760-934-8511","Ages 13+) Assistant Instructor Eric Leach has attained his Blue Belt from Royce Gracie and has trained other various martial arts such as Judo, Karate, and Kempo. His focus now is on Gracie Jiu-Jitsu®, and is proud to hold classes at Snowcreek on Monday, Wednesday and Friday nights from 7-8:30pm. (*age prerequisite is at instructor discretion and may be modified at any time).","CA",13,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/SnowcreekAthleticClub","Y","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/528550_10151059439537816_502583115_n.jpg?oh=11f75207eeb0d40697a4b282cfac99fd&oe=5519D29A&__gda__=1428113069_38f30e2849c486c0da830faa8e856ff8","http://snowcreekathleticclub.com/wp-content/uploads/2013/09/pic-of-club.jpg"
"Miladi Karate Academy","http://miladigroup.com/?page_id=37","admin@miladigroup.com","950 Tharp Road Building 1200","Yuba City",95993,"530-751-9400","Our mission extends beyond teaching the sport of Karate. We also instill the concepts of courtesy, self-control and respect for others. It is our purpose to assist each student in achieving excellence in Karate.","CA",4,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Miladi-Karate/117900624943319","Y","http://miladigroup.com/wp-content/themes/allen/images/logo.png","https://scontent-b-atl.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/10009844_759554730777902_6554819909929953152_n.jpg?oh=301ed83d9cc67d4ed267867c2383f645&oe=54D622FD"
"Blue Dragon Tae Kwon Do","http://masterjeon.com/home/",,"9175 Mission Gorge Road","Santee",92071,"619-449-7788","At Blue Dragon Taekwon Do, the black belt is not a mark or symbol of the end of the journey to ones mastery of the arts; rather it is the mark that one is done packing for their journey and may now take the first step in their true journey. This a journey which can not ever be complete, only traveled...""","CA",4,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/BlueDragonTaeKwonDo","N","https://scontent-a-atl.xx.fbcdn.net/hphotos-prn2/v/t1.0-9/555250_1401089210105675_168488167_n.png?oh=12a684de0f97b0fffead2f76668d9bdf&oe=55101E51","http://masterjeon.com/wp-content/uploads/2013/12/header_w_border_logo.jpg"
"Kaizen Marshal Arts Academy & Fitness","http://www.kaizenmartialartsacademy.org","info@kaizenmartialarts.org","106 Water Street","Jackson",95642,"209-223-3777","Kaizen Martial Arts is a Family run school serving Amador County for almost a decade. Kaizen offers training for all types, shapes, and sizes. Whether your looking to gain confidence on the street, enhance your job career in law enforcement, our you have a little one that needs improvement on motor and listening skills, Kaizen offers you the right program. Give us an email or a phone call and we will give you a FREE week pass to all of our programs so you can see what others have been raving about.","CA",4,18,"YES","YES","YES","Martial Arts",,,,,,"phone","https://www.facebook.com/KaizenMartialArtsAcademy","N","http://www.kaizenmartialartsacademy.org/Kaizen_Logo.JPG","http://www.kaizenmartialartsacademy.org/publishImages/index~~element352.jpg"
"White Dragon Martial Arts Schools","http://www.whitedragonmartialarts.com/?utm_source=YP.com-Network&utm_medium=YP.com-Network&utm_campaign=YP.com-Network",,"5953 Balboa Ave","San Diego",92111,"858-277-7557","White Dragon’s unique combination of one-on-one private lessons & group classes creates the ideal learning environment for students of all ages. Students from ages four to eighty-four benefit from the training, because our programs are specifically designed to meet the needs of adults, teenagers, or children. Our programs cater to different abilities and learning styles, which means you’ll always receive the specific attention you need to reach your goals safely and effectively. If you want to learn martial arts in a fun, safe and positive environment, then drop into any one of our nine San Diego or Temecula locations and meet some of the most experienced and dedicated instructors you’ll find anywhere!","CA",,18,"YES",,,"Martial Arts",,,,,,"online","https://www.facebook.com/whitedragonclairemont","Y","https://scontent-a-atl.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/10170836_715831731772932_7345738124031114533_n.jpg?oh=dfefb00adcdd3b273c84824989a1f5ea&oe=54D636D6","http://www.whitedragonmartialarts.com/images/The_White_Dragon_Martial_Arts_Difference_-_Respect.jpg"
"Broken Rythym","http://www.brokenrhythm.net",,"52 E. Live Oak Ave","Arcadia",91006,"626-447-1087","Send your kids to a school that teaches Martial Arts in a supportive and positive environment.
We provide the proper tools and learning environment to optimize the absorption of Muay Thai skills essential for further advancement. Training our youth, not only involves physical proficiency of body weapons, it includes developing life long skills such as respect, humility, responsibility, teamwork, and becoming a true Martial Artist.","CA",6,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Broken-Rhythm-Kickboxing/263170867063274","N","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/546331_362015407178819_2070185525_n.jpg?oh=c9b3282b80fcfeec51385a43ec57324a&oe=54D3B3DA&__gda__=1427845131_e6049b931dcb925369c2a844ed85085d","http://www.brokenrhythm.net/wp-content/gallery/kids-class/kids2.jpg"
"Pacific Beach Fight Center","http://rodrigomedeirosbjj.com/kids/",,"4878 Cass Street","San Diego",92109,"858-273-1344","Our programs are designed to teach kids beyond self-defense. Our concern is to create a routine that will develop concentration, self-awareness and confidence in the children. We’ve created a Kids Jiu Jitsu school unlike any other school you’ve ever seen – the school philosophy, the facility, and the curriculum – is designed to provide a positive learning environment for your children to build confidence, achieve amazing results, and more than anything else – have a lot of fun. Stop by and see it for yourself!","CA",4,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/pages/BJJ-Revolution-Team-Pacific-Beach-Rodrigo-Medeiros-BJJ/215309571897646","Y","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfa1/t31.0-8/s960x960/328779_220010634760873_537493284_o.jpg","https://scontent-a-atl.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10338269_622001847895081_7466598182753633699_n.jpg?oh=b4cb6a53ab28de8464f7c3a132dbb5db&oe=551163F7"
